"scenario","rep","file","is_formal_candidate","formal_label"
"S2","rep15","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_revised/S2_DYNAMIC_FIXED_GAMMA_T100/data_rep15.rds",TRUE,NA
"S2","rep16","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_revised/S2_DYNAMIC_FIXED_GAMMA_T100/data_rep16.rds",TRUE,NA
"S2","rep17","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_revised/S2_DYNAMIC_FIXED_GAMMA_T100/data_rep17.rds",TRUE,NA
"S2","rep18","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_revised/S2_DYNAMIC_FIXED_GAMMA_T100/data_rep18.rds",TRUE,NA
"S2","rep19","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_revised/S2_DYNAMIC_FIXED_GAMMA_T100/data_rep19.rds",TRUE,NA
"S2","rep20","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_revised/S2_DYNAMIC_FIXED_GAMMA_T100/data_rep20.rds",TRUE,NA
"S4A","rep01","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep01.rds",TRUE,NA
"S4A","rep02","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep02.rds",TRUE,NA
"S4A","rep03","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep03.rds",TRUE,NA
"S4A","rep04","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep04.rds",TRUE,NA
"S4A","rep05","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep05.rds",TRUE,NA
"S4A","rep06","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep06.rds",TRUE,NA
"S4A","rep07","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep07.rds",TRUE,NA
"S4A","rep08","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep08.rds",TRUE,NA
"S4A","rep09","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep09.rds",TRUE,NA
"S4A","rep10","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep10.rds",TRUE,NA
"S4B","rep01","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep01.rds",TRUE,NA
"S4B","rep02","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep02.rds",TRUE,NA
"S4B","rep03","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep03.rds",TRUE,NA
"S4B","rep04","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep04.rds",TRUE,NA
"S4B","rep05","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep05.rds",TRUE,NA
"S4B","rep06","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep06.rds",TRUE,NA
"S4B","rep07","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep07.rds",TRUE,NA
"S4B","rep08","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep08.rds",TRUE,NA
"S4B","rep09","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep09.rds",TRUE,NA
"S4B","rep10","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4b_low_exposure_continuous_x2/S4B_LOW_HETEROGENEOUS_EXPOSURE_CONTINUOUS_X2_T100/data_rep10.rds",TRUE,NA
"S4C","rep01","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep01.rds",TRUE,NA
"S4C","rep02","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep02.rds",TRUE,NA
"S4C","rep03","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep03.rds",TRUE,NA
"S4C","rep04","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep04.rds",TRUE,NA
"S4C","rep05","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep05.rds",TRUE,NA
"S4C","rep06","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep06.rds",TRUE,NA
"S4C","rep07","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep07.rds",TRUE,NA
"S4C","rep08","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep08.rds",TRUE,NA
"S4C","rep09","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep09.rds",TRUE,NA
"S4C","rep10","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_CONTINUOUS_X2_T100/data_rep10.rds",TRUE,NA
"S4D","rep01","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2_PILOT/data_rep01.rds",TRUE,NA
"S4D","rep02","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2_PILOT/data_rep02.rds",TRUE,NA
"S4D","rep03","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2_PILOT/data_rep03.rds",TRUE,NA
"S4D","rep01","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep01.rds",TRUE,NA
"S4D","rep02","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep02.rds",TRUE,NA
"S4D","rep03","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep03.rds",TRUE,NA
"S4D","rep04","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep04.rds",TRUE,NA
"S4D","rep05","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep05.rds",TRUE,NA
"S4D","rep06","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep06.rds",TRUE,NA
"S4D","rep07","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep07.rds",TRUE,NA
"S4D","rep08","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep08.rds",TRUE,NA
"S4D","rep09","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep09.rds",TRUE,NA
"S4D","rep10","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4d_short_time_continuous_x2/S4D_SHORT_TIME_T30_CONTINUOUS_X2/data_rep10.rds",TRUE,NA
"S4E","rep01","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep01.rds",TRUE,NA
"S4E","rep02","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep02.rds",TRUE,NA
"S4E","rep03","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep03.rds",TRUE,NA
"S4E","rep04","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep04.rds",TRUE,NA
"S4E","rep05","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep05.rds",TRUE,NA
"S4E","rep06","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep06.rds",TRUE,NA
"S4E","rep07","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep07.rds",TRUE,NA
"S4E","rep08","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep08.rds",TRUE,NA
"S4E","rep09","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep09.rds",TRUE,NA
"S4E","rep10","/Users/chenghanyu/Dropbox/academia/research/msstnb-code/data_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_CONTINUOUS_X2_T100/data_rep10.rds",TRUE,NA
